question,A,B,C,D,E,answer,parse,model_output,correctness
乌梅冲剂治疗哪些中医疾病,黄胖病,头痛,遗尿,腹泻,湿温,D,该方剂中医疾病为腹痛，久咳，咳嗽，腹泻,A,0
八厘散适用于哪些中医证候,瘀滞筋骨证,心脾两虚证,悬饮,热淋证,温燥证,A,该方剂中医证候为伤损筋骨证、瘀滞筋骨证,A,1
七消丸具有哪些功效,行瘀调经,利湿消肿,宣肺化痰止咳,升阳举陷,芳香益气通脉,B,该方剂功效为滋阴补肾，健脾益胃，利湿消肿,A,0
金匮肾气片中佐药是哪些,石燕,玳瑁,硒砂,川牛膝,泽泻,E,该方剂君臣佐使为君药：附子、牛膝、桂枝；臣药：山茱萸、地黄、山药；佐药：车前子、牡丹皮、茯苓、熟地、山药、泽泻,D,0
舒肝理气丸适用于哪些中医疾病,血淋,五更泻,郁证,疖肿,发颐,C,该方剂中医疾病为郁证,C,1
强心丸的类别是什么,开音爽咽,活血通脉,疏风清热,活血消癜剂,补益药,E,该方剂类别为补益药,E,1
参附注射液适用于哪些西医疾病,预防先兆子痫,各类创作,小儿湿疹,精液不液化症,黑皮病,B,该方剂西医疾病为各类创作、透析低血压、化疗后骨髓抑制、手术后缺血再灌注损伤、急性肾功能衰竭、脑卒中,B,1
止嗽青果丸具有哪些功效,醒脑散瘀,化石止痛,止咳平喘,开郁顺气,涤痰逐饮,C,该方剂功效为宣肺化痰，止咳平喘,C,1
妇科万应膏有哪些功效,疏通气血,益精生髓,开胃进食,理气活血,通阳化浊,D,该方剂功效为理气活血，温经散寒,A,0
补血益母颗粒包含哪些中药材,漳州神曲,五味子流浸膏,阿胶,人工  麝香,维生素E,C,该方剂处方为当归、黄芪、阿胶、益母草、陈皮、蔗糖、糊精,C,1
龟鹿补肾丸中君药是哪些,土贝母,大青盐,王不留行,煅石决明,龟甲胶,E,该方剂君臣佐使为君药：鹿角胶、龟甲胶；臣药：菟丝子、何首乌、熟地黄、淫羊藿、锁阳、狗脊、黄芪、山药、续断；佐药：酸枣仁、覆盆子、金樱子、陈皮；使药：甘草,E,1
护肝胶囊治疗哪些西医疾病,神经性呃逆,Franceschetti - Jadassohn综合征,脂肪肝,Cfhr5缺乏症,前胃G细胞功能亢进导致的十二指肠溃疡,C,该方剂西医疾病为脂肪肝、慢性肝炎、药物性肝损伤、肝硬化、巨球蛋白血症、骨痛、血小板减少症、球形红细胞增多症、多发性脂肪囊肿、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、霍纳综合征、穆尔-托雷综合征、角膜营养不良症、伴有免疫异常的主动脉钙化症、肝硬化、伯纳德-苏利尔综合征、抗磷脂综合征、脾肿大、失聪、脂肪性水肿,C,1
洁尔阴泡腾洗液有哪些功效,调经消瘀,清咽利喉,杀虫止痒,祛风镇痛,健脾豁痰,C,该方剂功效为清热燥湿，杀虫止痒,C,1
和血明目片中使药是哪些,红芪,决明子,马勃,穿山,寒水石,B,该方剂君臣佐使为君药：牡丹皮、女贞子、生地黄；臣药：川芎、赤芍、蒲黄、当归、丹参；佐药：夏枯草、龙胆草、菊花、郁金、木贼、黄芩；使药：车前子、决明子,B,1
生发酊有哪些功效,凉血解毒,温经通脉,温暧子宫,滋阴清热,滋肾养阴,B,该方剂功效为温经通脉,A,0
伤科七味片的类别是哪些,清热剂,调和药,治燥剂,和血药,表里双解药,D,该方剂类别为和血药,A,0
康氏牛黄解毒丸与哪些靶点基因相关,CHEK1,KDR,PTPN2,FARSB,PTGER3,B,该方剂靶点基因为PLCG1，RNASEL，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,0
痫愈胶囊中臣药是哪些,刺五加,酸枣仁,黄芩提取物,制何首乌,蒿蓄,B,该方剂君臣佐使为君药：白附子、钩藤、天麻、僵蚕；臣药：酸枣仁、六神曲、石菖蒲、黄芪、郁金、当归、远志、党参、丹参；佐药：甘草；使药：柴胡,D,0
麝香海马追风膏中臣药是哪些,苦参,五加皮,糯稻根,倒扣草,海马,E,该方剂君臣佐使为君药：人工麝香、马钱子；臣药：乳香、防己、荆芥、肉桂、红花、海马、没药、川芎、赤芍、木瓜、天麻、防风、当归；佐药：怀牛膝、樟脑、杜仲、冰片；使药：甘草,E,1
贝母花片具有哪些功效,助消化,化痰,滋补肾水,助阳化饮,清心涤痰,B,该方剂功效为止咳，化痰,B,1
老范志万应神曲有哪些功效,健脾祛湿,生精补髓,清热祛湿,除湿杀虫,消积化湿,E,该方剂功效为疏风解表，消积化湿，醒脾开胃,E,1
萆薢分清饮与哪些靶点基因相关,MMP1,PKD1,NFKB1,TM1009,DR_A0149,B,该方剂靶点基因为PLCG1，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A等。,B,1
八宝治红丸适用于哪些西医疾病,轻症急性胰腺炎,痤疮,早期脑出血,单纯性表皮松解症,中风先兆,D,该方剂西医疾病为单纯性表皮松解症、髋关节发育不良、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、乳腺癌-卵巢癌、三毛症、霍纳综合征、抗磷脂综合征、角膜营养不良症、伴有免疫异常的主动脉钙化症、高级睡眠期综合征、脾肿大、失聪、脂肪性水肿,C,0
含化上清片与哪些靶点基因相关,DDAH1,GRIA4,GPHN,NR3C1,DHFRL1,B,该方剂靶点基因为PLCG1，SRD5A2，PRKAB1，HTR2B，HTR2C，ACHE，CHIA，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，AHCY，ADCY10，CD38，ALDH2，AOX1，AKR1C3等。,A,0
芙朴感冒颗粒包含哪些中药材,苦杏仁霜,陈皮,谷芽,杉木果,叶下花,B,该方剂处方为芙蓉叶、厚朴、陈皮、牛蒡子,B,1
王氏保赤丸适用于哪些中医疾病,白发症,痿病,肥胖病,惊悸,痞积,E,该方剂中医疾病为痞积，痰厥，急惊风，积滞，疳病，发热，感冒,D,0
牛黄抱龙丸治疗哪些中医证候,风热犯目证,暴受惊恐,脾肾两亏证,血虚肝郁证,肺经郁热证,B,该方剂中医证候为疫邪发搐、风痰证、暴受惊恐,A,0
益气复脉胶囊有哪些功效,益气复脉,疏通心脉,健胃和中,散寒通滞,肉芽新生,A,该方剂功效为益气复脉，养阴生津,A,1
同仁乌鸡白凤丸中臣药是哪些,想木,橘红,山慈姑,桑螵蛸,人参,E,该方剂君臣佐使为君药：乌鸡；臣药：熟地黄、银柴胡、天冬、白芍、黄芪、人参、山药、鹿角、当归、青蒿；佐药：桑螵蛸、芡实、川芎、香附、丹参、牡蛎；使药：甘草,D,0
川贝枇杷糖浆具有哪些功效,通络化痰,益心宁神,化痰止咳,利湿热,利湿化郁,C,该方剂功效为清热宣肺，化痰止咳,C,1
大活络胶囊包含哪些中药材,貂鞭,威灵仙,薏苡仁,脾水解物,桃金娘根,B,该方剂处方为蕲蛇、乌梢蛇、全蝎、地龙、天麻、威灵仙、制草乌、肉桂、细辛、麻黄、羌活、防风、松香、广藿香、豆蔻、僵蚕,E,0
大川芎颗粒具有哪些功效,解郁宽胸,补中,平肝息风,清暑热,辛温驱寒,C,该方剂功效为活血化瘀，平肝息风,C,1
归脾丸治疗哪些西医疾病,免疫性血小板减少性紫癜,慢性乙型病毒性肝炎,寒凝心脉,黄疸型肝炎,手足口病并发腹胀,A,该方剂西医疾病为神经性皮炎、失眠、免疫性血小板减少性紫癜、勃起功能障碍、化疗所致骨髓抑制、感音神经性聋、缺铁性贫血、男性不育症、干眼症、妇科恶性肿瘤术后并发抑郁、功能失调性子宫出血、功能性消化不良伴抑郁症、甲状腺功能减退、肝硬化继发脾功能亢进症、失眠症、过敏性紫癜、视神经萎缩、疱疹性皮炎、青光眼、上前牙突出导致的错颌畸形、肾炎/骨质疏松症、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、Li-Fraumeni综合征、垂直距骨、角膜营养不良症、霍纳综合征、脱水型遗传性口腔粘膜细胞增多症、脾肿大、失聪、脂肪性水肿,A,1
妇科乌金丸与哪些靶点基因相关,FOLR1,RXRG,MAPK12,CYP24A1,GLO1,D,该方剂靶点基因为CYP24A1，PLCG1，PLCG2，RNASEL，CYP27B1，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B等。,A,0
复方大青叶颗粒具有哪些功效,补血理气,益精养血,补肾缩尿,解表散风,散风固表,D,该方剂功效为清热解毒，解表散风,D,1
岩果止咳液适用于哪些中医证候,邪热壅肺证,风寒感冒证,外感头痛证,心脉瘀阻证,痰热蕴肺证,E,该方剂中医证候为痰热蕴肺证、痰热阻肺证,E,1
小儿清热止咳合剂中君药是哪些,猪胆粉,大麻药,桑枝,芦根,麻黄,E,该方剂君臣佐使为君药：麻黄、石膏；臣药：麻黄、杏仁、石膏、黄芩；佐药：板蓝根、北豆根；使药：甘草,D,0
十全大补合剂与哪些靶点基因相关,IARS2,YWHAG,GLB1,SLC6A2,POLB,B,该方剂靶点基因为YWHAG，PLCG1，PLCG2，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C等。,A,0
心脉通胶囊与哪些靶点基因相关,TUFM,NPR3,PIK3CG,NCF4,RNASEL,C,该方剂靶点基因为YWHAG，PLCG1，PLCG2，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，ACHE，CHIA，ADA，ADK，ADORA1等。,A,0
阿胶益寿晶与哪些靶点基因相关,SLC16A8,TRIM13,ACTA1,GPR12,YWHAG,E,该方剂靶点基因为YWHAG，PLCG1，PLCG2，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B等。,A,0
寒痛乐熨剂与哪些靶点基因相关,BACE1,LGALS4,CHRM4,MMP17,HTR1F,A,该方剂靶点基因为PLCG1，PLCG2，EBP，SRD5A2，PRKAB1，HTR1A，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6，HTR7，ACHE，ADA，ADK，ADORA1等。,C,0
维肤康乳膏有哪些功效,消除异常黏液质,活络生发,解表清热,温里散寒,解毒,E,该方剂功效为解毒，杀虫，疗疮，止痒,E,1
万通筋骨片适用于哪些西医疾病,高黏血症,关节痛,骨远端骨折,慢性肾炎，肝硬化,肛瘘,B,"该方剂西医疾病为关节痛、尿道下裂、上前牙突出导致的错颌畸形、46,XX男性性别逆转综合征、真皮皱褶、乳房和/或乳头、贫血、多发性脂肪囊肿、新型冠状病毒肺炎、乳腺癌-卵巢癌、低钙高钙血症、Li-Fraumeni综合征、白斑病、成髓不全症、霍纳综合征、李-弗劳米尼综合征、指纹模式相关的表型异常、四重单体、巨型水泥瘤",B,1
肖金丹适用于哪些中医疾病,耳眩晕,脱臼,黑头粉刺,瘿瘤,金钱癣,D,该方剂中医疾病为瘰疬，瘿瘤，阴疽,D,1
明目蒺藜丸中使药是哪些,制黄草乌,万丈深,焦槟榔,五香血藤,防风,E,该方剂君臣佐使为君药：蔓荆子、蒺藜、菊花、蝉蜕；臣药：石决明、决明子、密蒙花、旋覆花、荆芥、黄连、黄柏、薄荷、连翘、栀子、木贼、白芷、黄芩；佐药：地黄、川芎、赤芍、当归；使药：甘草、防风,C,0
金鸡片与哪些靶点基因相关,ADRB1,CACNA2D2,RAB8B,SRD5A2,GATM,D,该方剂靶点基因为SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，HTR1B，HTR1D，HTR2B，HTR2C，HTR3A，HTR6，HTR7，ACHE，LYPLA1，LYPLA2，ADORA1，ADORA3等。,A,0
七鞭回春乐胶囊治疗哪些中医证候,心气虚证,热盛动风证,阴虚肺热证,肾阳虚证,营分证证,D,该方剂中医证候为肾虚证、肾阳虚证,D,1
芙朴感冒胶囊治疗哪些中医证候,肝火亢盛证,燥痰阻肺证,气逆证,肺热喘咳证,阴虚证,C,该方剂中医证候为气逆证、风热犯表证,D,0
复方消食茶的类别是什么,祛暑剂,化瘀生新剂,消导剂,调和药,调经剂,C,该方剂类别为消导剂,C,1
镇痫片含有哪些中药材,木梳,扑尔敏,草莓,黄精,石菖蒲,E,该方剂处方为牛黄、朱砂、石菖蒲、郁金、胆南星、红参、甘草、珍珠母、莲子心、麦冬、酸枣仁、远志、茯苓,E,1
山莨菪麝香膏治疗哪些西医疾病,难治性前列腺炎,透析低血压,睾丸生殖细胞瘤,双角子宫伴部分阴道隔膜和单侧血性小肠结肠炎伴同侧肾发育不全,Li-Fraumeni综合征,E,该方剂西医疾病为疱疹性皮炎、骨痛、青光眼、肾炎/骨质疏松症、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、Li-Fraumeni综合征、长骨金刚瘤、穆尔-托雷综合征、骨质疏松症、角膜营养不良症、霍纳综合征、脾肿大、失聪、脂肪性水肿,A,0
雪莲药酒包含哪些中药材,枸杞子,红穿破石,铅丹,珊瑚姜,瓦楞子,A,该方剂处方为雪莲花、红花、秦艽、羌活、独活、制川乌、新疆藁本、枸杞子、肉苁蓉、当归、熟地黄,A,1
党参固本丸含有哪些中药材,梧桐叶浸膏,瓜萎,诃子,槐叶,地黄,E,该方剂处方为党参、天冬、麦冬、地黄、熟地黄,E,1
