question,A,B,C,D,E,answer,parse,model_output,correctness
锦灯笼包含哪些化学成分,乙酸辛脂,木犀草苷,直立百部碱,鸦胆子酮酸,3-乙酰齐墩果酸,B,该中药化学成分为木犀草苷，莨菪碱，澳洲莨菪碱，红古豆碱，甾醇,C,0
伊贝母的类别是哪些,理气药,涌吐药,驱虫药,化痰止咳平喘药,化湿药,D,该中药一级类别为化痰止咳平喘药,D,1
千里光的类别是什么,消食药,攻毒杀虫止痒药,清热药,拔毒化腐生肌药,涌吐药,C,该中药一级类别为清热药,D,0
山茱萸适用于哪些证候,肺虚证,肝郁化火证,水湿内停病证,肾虚证,药毒证,D,该中药中医证候为肾虚证,D,1
紫河车包含哪些化学成分,伪士的宁,木鳖子定Ic,石斛多糖,a-侧柏烯,磷脂,E,该中药化学成分为蛋白质，多肽，磷脂,A,0
花蕊石含有哪些化学成分,甾醇,尖叶土杉甾酮A,钙,连翘酯苷A,去乙酸基车叶草苷酸,C,该中药化学成分为钙，镁的碳酸盐,B,0
白芍的性味归经是哪些,甘、辛，微温。归肾、肝经。,辛、甘，平。归肝、肾、脾经。,甘，平。归肺、胃、肝经。,咸，寒。归胃、膀胱经。,苦、酸，微寒。归肝、脾经。,E,该中药性味归经为苦、酸，微寒。归肝、脾经。,B,0
南鹤虱适用于哪些中医疾病,绦虫病,死胎,蛲虫病,丹毒,癥积,A,该中药中医疾病为蛔虫病，绦虫病，蛲虫病，腹痛,A,1
阿胶包含哪些化学成分,赤豆皂苷Ⅰ,甘氨酸,苯甲酸,缬草烯酸,异浙贝母碱,B,该中药化学成分为甘氨酸，L-脯氨酸，L-羟脯氨酸，谷氨酸，丙氨酸，精氨酸，天冬氨酸，赖氨酸，苯丙氨酸，丝氨酸，组氨酸,B,1
制草乌具有哪些药理作用,强心作用,抗乙型肝炎病毒,抗血栓形,抗癌,促进免疫功能,D,该中药药理为抗癌，护肝,D,1
半边莲适用于哪些中医疾病,牙痛,转筋,钩虫病,痛经,鼓胀,E,该中药中医疾病为鼓胀，湿疮，疗疮，黄疸，水肿,C,0
朱砂有哪些功效,利水消肿,化浊脂,益肾,解毒,杀虫止痒,D,该中药功效为清心镇惊，安神，明目，解毒,D,1
郁李仁具有哪些功效,清肝利胆,补肾阳,通气下乳,下气利水,去腐,D,该中药功效为润肠通便，下气利水,A,0
灵芝治疗哪些中医疾病,发颐,消渴,疥疮,温毒发斑,虚劳,E,该中药中医疾病为虚劳，失眠，心悸,E,1
仙茅的性味归经是哪些,辛，热；有毒。归肾、肝、脾经。,辛，温；有毒。归肝经。,甘、微苦，微寒。归心、肺、胃经。,苦，寒；有小毒。归肺、脾、肾经。,辛、苦，平。归心、肝、脾经。,A,该中药性味归经为辛，热；有毒。归肾、肝、脾经。,A,1
干漆具有哪些功效,消痰涤饮,凉血祛风,破瘀通经,排脓,回阳通脉,C,该中药功效为破瘀通经，消积杀虫,D,0
娑罗子含有哪些化学成分,桉油精（1,异七叶皂苷,枝叶素,青萤光酸,地榆糖苷,B,该中药化学成分为七叶皂苷A、B、C、D，异七叶皂苷，隐七叶皂苷，七叶苷,B,1
钩藤含有哪些化学成分,犬问荆碱,钩藤碱,白杨素,莪术螺内 酯,穗花双黄酮,B,该中药化学成分为钩藤碱，异钩藤碱，去氢钩藤碱，异去氢钩藤碱，常春藤苷元，钩藤苷元，槲皮素，槲皮苷,B,1
金樱子的类别是哪些,化湿药,收涩药,理气药,收涩药,解表药,B,该中药一级类别为收涩药,D,0
鸡矢藤适用于哪些中医疾病,便闭,丹毒,腹满,疮疡,咳血,D,该中药中医疾病为疮疡，食积,B,0
何首乌的性味归经是哪些,咸，寒。归胃、膀胱经。,甘、辛，平。归心、肺、胃经。,苦、甘、涩，微温。归肝、心、肾经。,甘，平。归肺、肾经。,咸，平。归肺、肾经。,C,该中药性味归经为苦、甘、涩，微温。归肝、心、肾经。,C,1
鳖甲包含哪些化学成分,α-球朊,7-芸香苷,紫菀酮,骨胶原,徐长卿苷B,D,该中药化学成分为动物胶，角蛋白，骨胶原，维生素，氨基酸,D,1
山麦冬的相关靶标,RNASE4,SEMA4C,MAGOHB,CHKB,DDI2,D,该中药靶点基因为CHKB，SDSL，CHKB-CPT1B，MAPK8IP2，SRR，TSR1，PHOSPHO1，PLD4，AARSD1，TARS3，CASP3，INMT，SARS2，FASN，ETNK1，SPTLC1，SLC5A12，TP53，SLC44A5，ENPP7等。,C,0
檀香具有哪些药理作用,减少血糖,促进肠运动,保护心脑血管,增加脑血流量,利尿,E,该中药药理为利尿，镇静,C,0
珠子参配川芎具有哪些功效,温肺化痰,宽胸散结,活血消肿,祛风活络,温通经络,C,该中药配伍为两药均有活血作用，合用后可增强活血止痛的作用，适用于外伤导致的瘀血或瘀血所致的崩漏、月经不调等。,B,0
桑白皮与哪些靶点基因有关,ITPR3,COL25A1,PSENEN,SLC13A3,PLCG1,E,该中药靶点基因为PLCG1，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，PGD，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，AHCY等。,A,0
矮地茶与哪些靶点基因有关,CLEC4M,DDX5,SRD5A2,FGFR4,GLB1L2,C,该中药靶点基因为SRD5A2，PGD，ACHE，LYPLA1，LYPLA2，ADORA3，CD38，ALK，AMY1B，APP，AR，APLNR，CYP19A1，CYP19A1，AHR，AURKB，BCL2L1，BACE1，BACE1，NR1H4等。,B,0
麦冬适用于哪些中医疾病,瘙痒,消渴,瘟疫,破伤风,昏迷,B,该中药中医疾病为消渴，喉痹，失眠,B,1
甘遂与哪些靶点基因有关,MAP1S,HSD17B2,GGTLC2,RHBDF1,HMGCL,B,该中药靶点基因为SRD5A2，HTR2B，HTR2C，ACHE，ALDH2，AOX1，APP，AR，CYP19A1，CYP19A1，BACE1，BACE1，NR1H4，ABCG2，CA12，CA1，CA2，CA4，CA7，CBR1等。,C,0
荆芥穗有哪些功效,散瘀止血,壮阳涩精,消肿拔毒,祛风活络,解表散风,E,该中药功效为解表散风，透疹，消疮,E,1
半夏配生姜有哪些功效,安神益智,下气除满,宣肺化痰,化痰息风,和胃止呕,D,该中药配伍为半夏、生姜性味相近，均具降逆、止呕、和胃之功。二药配伍，协同为用，止呕作用明显增强；另半夏为有毒之品，生姜可制半夏之毒，属相畏配对，制其所短，展其所功，更好地发挥和胃降逆作用，适用于水饮停胃而见呕吐清水痰涎，苔白腻等。,E,0
伸筋草配木瓜具有哪些功效,利咽开音,破血逐瘀,祛风除湿,益肾健脾,镇惊安神,C,该中药配伍为伸筋草祛风除湿，舒筋活络；木瓜舒筋活络，和胃化湿，二者均因擅于舒筋缓急，除湿蠲痹而常用于湿痹拘挛及吐泻转筋。两药配伍应用，更能增加除湿通络，舒筋解挛的功效，适用于风寒湿痹，关节屈伸不利或腿足转筋。,A,0
伊贝母的性味归经是哪些,苦、甘，微寒。归肺、心经。,甘、微苦，温。归肝、脾经。,苦、涩，平。归心、肝经。,咸，寒；有小毒。归肝经。,苦，凉；有毒。归肺、胃经。,A,该中药性味归经为苦、甘，微寒。归肺、心经。,A,1
乳香治疗哪些证候,血寒证,阴虚证,风湿证,心虚证,肺热证,C,该中药中医证候为瘀血病症，风湿证,A,0
青蒿具有哪些药理作用,缩短凝血时间,抗病原微生物,杀虫止痒,缓衰老,祛痰,E,该中药药理为抗心律失常，抗肿瘤，抗炎，平喘，利胆，祛痰，抑菌，解热，抗病毒，镇痛，镇咳,B,0
巫山淫羊藿的性味归经是哪些,甘、咸，温。归肾、大肠经。,辛、甘，温；归肝、肾经。,甘，凉。归脾、小肠经。,苦、酸，微寒。归肝、脾经。,苦、涩，寒。归肺、肝、脾经。,B,该中药性味归经为辛、甘，温；归肝、肾经。,B,1
鹿角胶配山茱萸有哪些功效,活血化瘀,生津止渴,滋阴潜阳,消食化痰,利水渗湿,C,该中药配伍为山茱萸具有补益肝肾、收敛固涩的功效，与鹿角胶配伍可以增强补肝肾、固精止血的作用，适用于肝肾不足、腰膝酸软、头晕耳鸣、遗精早泄、月经过多等症状。、山茱萸具有补益肝肾、收敛固涩的功效，与鹿角胶配伍可以增强补肝肾、固精止血的作用，适用于肝肾不足、腰膝酸软、头晕耳鸣、遗精早泄、月经过多等症状。,C,1
延胡索包含哪些化学成分,异泽兰黄素,葫芦苦素D,延胡索乙素(消旋四氢巴马汀),没药萜醇,山柰酚-3-O鼠李糖苷,C,该中药化学成分为延胡索乙素(消旋四氢巴马汀)，延胡索甲素(右旋紫堇碱)，延胡索丁素(左旋四氢黄连碱)，巴马汀，去氢紫堇碱，原阿片碱，黄连碱,C,1
炮姜具有哪些药理作用,镇静,抑制心脏,促凝血,软化血管,抗肝损伤,C,该中药药理为促凝血，抗应激,C,1
防己含有哪些化学成分,防己诺林碱,2-二苯基乙烷,芸香甙,绣球藤皂甙A,绵马酚,A,该中药化学成分为防己诺林碱，轮环藤酚碱，氧防己碱，防已斯任碱，小檗胺,A,1
体外培育牛黄有哪些药理作用,改善血液流变性,调节免疫力,退黄,改善脑缺血,抗炎,E,该中药药理为抗炎，抗凋亡，抗氧化应激,A,0
泽兰具有哪些药理作用,抗动脉粥样硬化作用,促进纤维蛋白溶解,预防血栓,抑制血小板聚集,保护脑组织,D,该中药药理为保肝，强心，改善微循环，抗凝，利胆，抑制血小板聚集，抗凝血,E,0
浮海石配海藻具有哪些功效,补血止血,健胃和中,补肾纳气,舒筋通脉,软坚散结,E,该中药配伍为浮海石咸寒，既清肺化痰，又软坚散结；海藻咸寒，消痰软坚。两药相合，相须为用，清化热痰，软坚散结之力增强，适用于痰火互结之瘿瘤、瘰疬等。,A,0
赭石配旋覆花有哪些功效,解毒收湿,降气化痰,利湿退黄,补气生津,清热除烦,B,"该中药配伍为赭石质重性降，味苦降泄，降肺胃之逆气，为重镇降逆的要药；“诸花皆升，旋覆独降”,旋覆花虽质轻却性降，降气化痰，止呕止呃。二药伍用，为降肺胃逆气之常用药对，可增强降气化痰，止呕止呃之功，适用于肺气上逆之喘息及胃气上逆之呕吐，噫气，呃逆等症。",C,0
苦参包含哪些化学成分,青木香酸,巴西苏木素,γ-谷甾醇,红花明苷,粉防己碱,E,该中药化学成分为苦参碱，氧化苦参碱，槐定碱，苦参醇碱，臭豆碱，甲基金雀花碱，野靛叶碱，槐果碱，氧化槐果碱，粉防己碱,B,0
白鼓配地榆有哪些功效,通利二便,消肿止痛,化痰止咳,清肝明目,和胃降逆,B,该中药配伍为白兹清热解毒，敛疮生肌；地榆凉血止血，解毒敛疮。二药配伍，增强凉血解毒，消肿止痛，生肌敛疮之效，适用于烧烫伤及疮疡溃烂。、白兹清热解毒，敛疮生肌；地榆凉血止血，解毒敛疮。二药配伍，增强凉血解毒，消肿止痛，生肌敛疮之效，适用于烧烫伤及疮疡溃烂。、白兹清热解毒，敛疮生肌；地榆凉血止血，解毒敛疮。二药配伍，增强凉血解毒，消肿止痛，生肌敛疮之效，适用于烧烫伤及疮疡溃烂。,B,1
刺五加的类别是什么,解表药,补虚药,攻毒杀虫止痒药,补虚药,化湿药,B,该中药一级类别为补虚药,D,0
天麻具有哪些功效,通鼻窍,息风止痉,凉血收敛止血,温肺化饮,排脓,B,该中药功效为息风止痉，祛风通络，平抑肝阳,B,1
玄参具有哪些功效,解毒消肿,祛湿消肿,温补肝肾,清热凉血,清虚热,D,该中药功效为清热凉血，滋阴降火，解毒散结,E,0
灯盏花包含哪些化学成分,α-檀香二环醇,富马酸,新皮苷,木栓醇,白头翁皂苷B,D,该中药化学成分为野黄芩苷，灯盏细辛苷(飞蓬苷)，芹菜素，高山黄芩素，车前黄酮苷，木栓酮，木栓烷，木栓醇,E,0
肉豆蔻治疗哪些西医疾病,Franceschetti - Jadassohn综合征,脾肿大,恶性高热,神经元病变,痉挛性截瘫伴性早熟,D,该中药西医疾病为神经元病变、角膜炎、卢瑟福综合征、低钾血症性周期性麻痹、半面肌增生症、霍纳综合征、视网膜动脉、动脉瘤、淋巴水肿和脑动静脉畸形、上前牙突出导致的错颌畸形,C,0
茺蔚子具有哪些功效,祛风散寒,温肺,坠痰下气,活血调经,收湿止痒敛疮,D,该中药功效为活血调经，清肝明目,C,0
野木瓜的类别是什么,息风止痉药,祛风寒湿药,峻下逐水药,敛肺涩肠药,活血疗伤药,B,该中药二级类别为祛风寒湿药,A,0
莲子具有哪些功效,补虚弱,消痰涤饮,逐瘀消癥,益肾固精,温脾止泻,D,该中药功效为益肾固精，补脾止泻，止带养心,E,0
龟甲配龙骨具有哪些功效,镇惊安神,补脾益肺,清热止带,解热祛风,滋阴潜阳,E,该中药配伍为龟甲长于滋阴潜阳，龙骨善于平肝潜阳。两药配伍，可增强平肝潜阳的作用，适用于肝阳上亢的头晕头痛等。,A,0
